10525	26	1	2	N
10001	55	1	1	N
8989	77	1	2	Y
7581	56	1	1	Y
14425	49	1	1	N
2397	69	1	1	N
3873	25	1	1	Y
6674	67	1	1	N
11450	48	1	1	N
12559	76	1	2	N
3965	29	1	2	Y
5337	64	1	2	N
11253	19	1	2	Y
559	21	1	2	N
11142	58	1	1	Y
18708	18	1	2	Y
11740	69	1	2	Y
9536	28	1	1	N
4633	29	1	1	Y
539	75	1	1	Y
19483	22	1	2	Y
7756	76	1	1	Y
18237	21	1	2	Y
9666	60	1	1	N
8393	64	1	2	Y
14451	33	1	2	N
157	55	1	2	Y
6485	55	1	1	N
4135	63	1	2	N
5160	43	1	1	Y
7036	69	1	2	N
621	52	1	1	Y
4252	41	1	2	N
18571	25	1	1	Y
18398	18	1	2	Y
10456	68	1	2	Y
5094	32	1	2	Y
7691	66	1	1	N
5921	77	1	1	N
5075	32	1	2	Y
4953	44	1	1	N
13809	19	1	1	N
16483	18	1	1	Y
18609	37	1	1	Y
14608	55	1	1	Y
13593	40	1	2	Y
367	74	1	2	N
510	53	1	1	Y
16270	52	1	1	Y
8218	42	1	1	Y
18572	22	1	1	N
11928	29	1	1	N
14768	56	1	1	Y
18625	31	1	2	N
6990	44	1	1	N
17302	51	1	2	Y
18793	76	1	2	N
3159	61	1	2	N
16968	47	1	1	Y
16366	55	1	1	Y
4314	40	1	1	Y
12552	51	1	2	N
13076	76	1	1	Y
16328	64	1	1	Y
17607	73	1	1	N
12862	58	1	2	N
11986	71	1	1	Y
15012	37	1	1	Y
3428	25	1	1	N
4596	76	1	2	N
925	48	1	2	N
18483	58	1	1	Y
13143	62	1	2	N
6636	44	1	1	Y
6686	67	1	2	Y
4538	28	1	1	N
12932	25	1	1	Y
9219	21	1	2	Y
6821	58	1	1	Y
16619	47	1	2	Y
10634	69	1	2	N
2575	70	1	1	N
10369	39	1	1	Y
19157	70	1	2	N
14725	70	1	2	N
3295	22	1	2	Y
18928	63	1	2	N
16252	73	1	1	Y
8586	76	1	2	Y
14940	68	1	2	N
18165	73	1	1	N
14749	32	1	2	N
3962	37	1	2	Y
16454	23	1	1	N
9071	55	1	1	N
19833	29	1	1	N
5871	28	1	2	N
19017	31	1	2	N
2294	25	1	1	N
17464	60	1	1	Y
