6951	59	3	1	Y
2238	28	3	2	N
7074	38	3	1	N
4363	73	3	1	Y
5615	30	3	2	Y
2513	29	3	2	Y
13493	73	3	1	N
545	64	3	2	N
1053	42	3	2	Y
10180	21	3	2	N
19504	68	3	2	N
14147	35	3	2	Y
16952	73	3	1	N
13330	72	3	2	N
13367	40	3	1	N
17014	53	3	1	Y
12376	52	3	1	N
4807	68	3	1	Y
11438	60	3	2	Y
4630	43	3	2	N
14544	46	3	2	N
12663	64	3	1	N
19355	50	3	1	Y
3465	67	3	2	Y
11544	68	3	1	N
7111	24	3	2	N
1133	24	3	1	Y
16079	28	3	1	Y
13739	31	3	1	N
10838	42	3	1	Y
14252	64	3	2	N
3840	29	3	1	Y
8386	52	3	1	Y
13699	32	3	1	Y
1681	39	3	1	N
19770	37	3	1	Y
5424	35	3	1	N
1016	75	3	2	Y
18218	51	3	2	N
14095	63	3	2	Y
15360	72	3	2	N
15434	34	3	2	Y
3374	49	3	1	Y
8762	49	3	2	Y
4761	66	3	2	N
8480	18	3	2	N
11854	39	3	2	Y
16685	75	3	2	N
17641	48	3	1	N
13541	48	3	2	N
7769	39	3	1	Y
1482	25	3	1	N
15834	29	3	2	Y
6642	33	3	2	N
11795	63	3	2	Y
11914	46	3	1	N
11301	51	3	1	N
2295	73	3	1	N
1538	39	3	1	Y
15840	28	3	2	N
18122	48	3	1	Y
13299	31	3	1	Y
4558	42	3	1	N
19997	77	3	1	Y
660	24	3	1	Y
14066	24	3	2	N
2733	76	3	2	N
13422	36	3	2	Y
19309	38	3	2	Y
903	20	3	1	N
4317	26	3	2	Y
1575	71	3	2	Y
1815	27	3	2	Y
1243	34	3	2	Y
1389	22	3	2	Y
15481	76	3	1	N
1541	70	3	1	Y
17264	23	3	1	N
2593	65	3	1	N
19554	26	3	2	N
4253	32	3	2	N
13614	76	3	1	N
9945	19	3	1	Y
2198	50	3	2	N
18305	53	3	1	Y
7922	29	3	1	Y
3264	47	3	1	N
10708	36	3	1	Y
19345	50	3	1	N
11549	52	3	1	Y
1376	28	3	1	N
2083	50	3	1	Y
5162	57	3	1	N
11947	28	3	1	N
17368	36	3	2	N
10976	66	3	2	N
491	60	3	2	Y
18718	37	3	1	Y
14375	48	3	1	Y
13958	67	3	1	Y
