10	39	1	2	Y
203	77	1	2	N
1505	36	1	2	Y
603	60	1	1	N
2942	60	1	1	Y
1355	68	1	2	Y
3298	48	1	1	N
4473	53	1	1	N
1603	63	1	1	N
7103	39	1	1	N
8316	56	1	2	N
4551	71	1	2	Y
3733	57	1	1	N
2603	24	1	2	N
9025	54	1	1	N
5403	29	1	2	Y
11548	29	1	1	Y
12671	51	1	2	Y
13775	51	1	2	Y
15012	37	1	1	Y
16101	73	1	1	Y
9136	51	1	2	N
10380	39	1	1	N
6848	23	1	1	Y
4804	62	1	1	N
4092	66	2	2	Y
4092	66	2	2	Y
4092	66	2	2	Y
4092	66	2	2	Y
4092	66	2	2	Y
7303	49	2	1	Y
6201	25	2	1	Y
11802	66	2	1	Y
12341	73	2	1	N
6802	50	2	1	Y
7003	71	2	2	N
7202	73	2	2	Y
14415	70	2	2	N
7603	56	2	2	N
15500	63	2	1	N
8003	37	2	2	Y
8190	46	2	2	Y
8190	46	2	2	Y
8190	46	2	2	Y
4323	39	2	1	N
5054	28	2	2	Y
5886	42	2	2	N
6658	39	2	2	N
7422	75	2	2	Y
8285	59	2	1	N
370	43	3	1	Y
1057	42	3	1	N
1833	19	3	2	Y
2617	61	3	1	Y
3325	73	3	2	Y
4177	40	3	2	N
4961	24	3	1	N
5679	43	3	2	N
6396	60	3	2	N
7206	71	3	1	Y
7937	76	3	2	N
8702	73	3	1	N
9507	40	3	2	N
10322	46	3	1	N
11168	33	3	1	N
11965	69	3	2	Y
12830	49	3	2	Y
13665	66	3	2	N
14411	49	3	1	N
15166	44	3	1	Y
15962	19	3	1	N
16809	41	3	1	N
17614	53	3	1	Y
18331	44	3	2	Y
19137	62	3	2	Y
19888	72	3	2	N
18213	35	4	2	N
18996	76	4	2	N
19876	39	4	2	N
9337	48	4	1	N
10141	45	4	1	N
10889	42	4	1	Y
11665	51	4	1	N
12532	39	4	2	Y
13359	40	4	1	N
14248	57	4	2	N
15051	48	4	2	Y
15937	51	4	2	N
16647	77	4	1	Y
17454	21	4	2	N
759	23	4	2	Y
1544	70	4	1	Y
2339	37	4	1	Y
3092	48	4	2	Y
3894	37	4	1	Y
4714	43	4	2	Y
5531	44	4	1	N
6425	30	4	2	Y
7184	32	4	1	N
7974	28	4	1	N
