42	40	2	1	N
630	35	4	2	N
458	65	3	2	Y
2341	67	4	2	Y
11740	69	1	2	Y
7611	28	2	2	N
15822	18	1	2	N
13314	40	4	2	N
3959	65	3	2	Y
8864	18	4	1	Y
3023	51	3	1	N
15657	76	2	1	N
6777	36	2	2	Y
16992	26	4	2	Y
8919	58	2	1	N
3925	76	2	2	Y
12252	53	2	2	Y
15999	72	2	2	Y
13338	76	4	2	Y
15897	26	2	2	Y
7697	73	3	2	Y
19040	52	1	2	Y
7850	66	3	1	N
6056	24	3	2	Y
12721	44	1	1	Y
5144	23	1	2	Y
3997	73	4	1	Y
17306	63	2	2	Y
2363	49	1	1	Y
18806	20	1	1	N
17499	58	3	2	Y
16181	39	2	1	N
5492	59	2	2	Y
11833	31	4	1	Y
13461	27	3	1	N
7769	39	3	1	Y
8217	28	2	2	Y
976	57	2	1	N
4242	44	4	2	N
1022	66	3	1	Y
7404	57	3	2	Y
17494	27	3	1	N
17936	28	2	1	Y
3234	35	1	1	Y
3064	53	2	2	Y
16534	20	4	1	N
19814	59	4	2	Y
19629	27	3	1	Y
5343	21	1	1	N
7314	29	3	2	N
625	30	1	2	Y
11250	65	4	2	N
19682	54	2	1	Y
9389	41	2	1	Y
19998	35	4	1	Y
5106	36	3	2	N
13591	72	4	1	N
2906	52	3	2	N
764	30	2	1	Y
13786	52	3	1	N
11023	63	2	1	N
1435	22	3	2	Y
1216	29	2	2	N
19588	61	1	2	Y
398	61	3	2	N
5076	44	3	2	Y
9782	28	2	2	N
15401	52	3	1	N
4367	20	2	2	N
10358	28	2	2	Y
11603	30	1	1	N
8811	23	3	1	Y
16137	35	1	1	Y
3274	63	1	2	N
12700	60	2	1	Y
2870	19	4	1	N
12637	74	2	2	N
15326	34	4	2	Y
15441	67	1	1	N
11447	72	4	1	Y
8785	52	2	2	Y
15266	54	4	1	Y
17638	28	3	1	N
18684	23	2	1	Y
1623	73	2	1	Y
13957	60	1	1	N
14028	41	2	1	N
3383	18	4	2	Y
113	54	2	2	Y
9318	27	1	2	Y
8077	24	3	2	N
13425	44	2	1	Y
29	28	4	2	Y
13842	25	4	2	N
5216	44	2	2	N
4139	29	2	1	Y
10668	24	2	1	Y
17444	24	2	1	N
6397	28	1	2	N
8044	55	4	1	N
