165	18	1	1	Y
6515	18	3	2	N
11726	19	1	1	Y
6452	19	4	2	N
11838	20	2	2	N
1002	21	4	2	N
2691	21	4	2	Y
13208	22	3	1	Y
18772	22	3	2	N
6345	23	2	1	Y
15247	24	1	1	N
17417	24	1	1	Y
18072	25	3	1	Y
13779	25	2	2	Y
17950	26	3	1	Y
13126	27	2	1	Y
6876	27	2	2	N
3400	28	3	2	Y
4651	28	4	1	Y
12823	29	4	2	N
16318	30	4	2	N
19350	30	2	1	Y
4081	31	4	2	Y
4074	32	2	2	Y
7037	32	4	1	Y
4080	33	1	1	N
5120	33	2	2	N
10474	34	1	2	N
4085	35	3	1	N
19111	35	4	1	Y
8467	36	3	1	N
17541	36	2	2	Y
6713	37	2	1	Y
17889	37	2	1	Y
16287	38	1	1	Y
13262	39	4	1	Y
15550	39	1	1	N
7349	40	3	2	N
18279	40	1	2	Y
11360	41	4	1	N
7970	42	1	2	N
19626	42	2	2	Y
8185	43	3	2	Y
8063	44	3	2	N
12672	44	4	2	N
1559	45	1	2	Y
15225	45	1	1	N
17687	46	2	2	Y
2265	47	4	1	N
14521	47	2	1	Y
4240	48	1	1	Y
9165	49	4	2	Y
1212	49	4	1	N
4057	50	1	1	Y
14965	50	4	2	N
5096	51	3	2	N
16248	51	4	2	Y
360	52	4	1	Y
4336	53	3	2	N
16222	53	4	2	N
6663	54	3	2	N
8996	55	1	1	Y
157	55	1	2	Y
5423	56	1	2	Y
18497	56	1	1	N
8261	57	3	2	Y
10446	58	3	2	N
2324	58	3	2	Y
5034	59	2	2	Y
15619	59	4	1	N
5091	60	1	2	N
15890	60	1	1	Y
19577	61	1	1	N
4431	62	1	2	Y
14873	62	4	1	N
2958	63	4	2	N
15748	63	1	2	Y
18570	64	2	1	Y
787	65	3	1	Y
12958	65	4	2	Y
2752	66	1	1	N
14076	66	3	1	N
17688	67	1	2	Y
1443	68	2	1	N
14167	68	4	2	N
3589	69	1	2	N
14343	69	1	2	N
15941	70	1	1	Y
8253	70	4	2	Y
10504	71	4	1	N
19854	72	1	2	Y
10992	72	4	2	N
14434	73	3	1	Y
5408	73	4	1	Y
7730	74	4	2	N
17485	75	3	2	Y
9298	75	1	1	N
12603	76	2	2	Y
3806	76	1	1	Y
7358	77	1	1	N
